Date,Open,High,Low,Close,Adj Close,Volume
2013-11-26,111.989998,113.019997,111.900002,112.820000,99.106781,30760700
2013-11-27,112.839996,113.570000,112.639999,113.449997,99.660210,29099600
2013-11-29,113.940002,114.160004,113.449997,113.510002,99.712898,15675500
2013-12-02,113.699997,113.760002,112.059998,112.370003,98.711487,43155200
2013-12-03,112.129997,112.599998,111.269997,111.830002,98.237099,36930700
2013-12-04,111.309998,112.419998,110.370003,111.529999,97.973564,40609500
2013-12-05,111.489998,112.019997,111.150002,111.610001,98.043861,37926700
2013-12-06,112.620003,113.099998,112.190002,112.480003,98.808060,36471900
2013-12-09,112.629997,112.889999,111.889999,112.449997,98.781738,31236500
2013-12-10,112.230003,112.580002,111.239998,111.430000,97.885704,34938800
2013-12-11,111.529999,111.550003,109.320000,109.599998,96.278152,47181600
2013-12-12,109.699997,110.250000,109.360001,109.839996,96.488991,37706200
2013-12-13,110.050003,110.529999,109.419998,110.199997,96.805222,32980300
2013-12-16,110.620003,111.570000,110.150002,111.510002,97.956009,33991200
2013-12-17,111.449997,111.540001,110.620003,111.349998,97.815475,32399800
2013-12-18,111.529999,112.900002,110.360001,112.879997,99.159485,52979000
2013-12-19,112.720001,112.849998,111.889999,112.040001,98.421562,32871100
2013-12-20,112.099998,114.220001,112.089996,113.930000,100.081856,48770500
2013-12-23,114.180000,114.820000,113.949997,114.779999,101.216751,37049100
2013-12-24,114.910004,115.440002,114.870003,115.220001,101.604759,17371200
2013-12-26,115.629997,115.970001,115.099998,115.230003,101.613602,19670000
2013-12-27,115.470001,115.739998,114.779999,115.160004,101.551865,20069700
2013-12-30,115.110001,115.370003,114.849998,115.089996,101.490120,28917400
2013-12-31,115.360001,115.709999,115.169998,115.360001,101.728210,38357200
2014-01-02,115.089996,115.120003,113.639999,114.110001,100.625938,44247700
2014-01-03,114.529999,114.900002,114.110001,114.690002,101.137398,26468000
2014-01-06,115.220001,115.269997,113.709999,113.760002,100.317291,36198000
2014-01-07,114.190002,115.160004,114.110001,114.709999,101.155022,28545300
2014-01-08,114.779999,115.080002,114.070000,114.860001,101.287331,30763600
2014-01-09,115.250000,115.389999,114.160004,114.889999,101.313782,29872800
2014-01-10,114.919998,115.529999,114.400002,115.519997,101.869331,29174600
2014-01-13,115.300003,115.489998,113.260002,113.940002,100.476051,45370800
2014-01-14,114.440002,115.510002,114.180000,115.339996,101.710587,39125300
2014-01-15,115.639999,116.290001,115.559998,116.199997,102.468956,31644100
2014-01-16,116.050003,116.379997,115.830002,116.339996,102.592407,23091900
2014-01-17,116.309998,116.430000,115.690002,115.930000,102.230881,28722300
2014-01-21,116.730003,116.870003,115.779999,116.620003,102.839340,29828700
2014-01-22,116.690002,117.370003,116.500000,117.209999,103.359604,24011500
2014-01-23,116.720001,116.779999,115.660004,116.419998,102.662964,36057500
2014-01-24,115.690002,115.739998,113.220001,113.449997,100.043945,53591900
2014-01-27,113.779999,113.839996,111.150002,111.790001,98.580093,60368200
2014-01-28,111.930000,112.989998,111.790001,112.970001,99.620636,43722200
2014-01-29,111.879997,112.580002,111.019997,111.339996,98.183235,61904600
2014-01-30,112.330002,113.650002,112.040001,113.000000,99.647118,40851600
2014-01-31,111.250000,113.000000,111.169998,112.160004,98.906364,49293400
2014-02-03,111.870003,112.199997,108.150002,108.650002,95.811127,91686000
2014-02-04,109.190002,109.949997,108.400002,109.470001,96.534233,53138100
2014-02-05,108.809998,109.150002,107.269997,108.650002,95.811127,60644600
2014-02-06,108.879997,109.970001,108.849998,109.510002,96.569511,57611700
2014-02-07,109.970001,110.839996,109.500000,110.750000,97.662979,44068600
2014-02-10,110.790001,111.089996,109.959999,111.040001,97.918724,38211600
2014-02-11,111.120003,112.339996,110.870003,112.029999,98.791725,44394100
2014-02-12,112.199997,113.010002,111.970001,112.470001,99.179718,42307500
2014-02-13,111.379997,114.070000,111.360001,113.900002,100.440773,42082400
2014-02-14,113.639999,114.209999,113.139999,114.059998,100.581863,32428200
2014-02-18,114.400002,115.449997,114.139999,115.250000,101.631233,33630400
2014-02-19,114.900002,115.639999,113.980003,114.070000,100.590675,44024300
2014-02-20,114.199997,115.540001,113.910004,115.300003,101.675316,35919600
2014-02-21,115.620003,116.110001,115.400002,115.660004,101.992805,34814100
2014-02-24,115.839996,117.309998,115.760002,116.510002,102.742340,43102800
2014-02-25,116.660004,117.239998,116.180000,116.629997,102.848152,28474200
2014-02-26,116.709999,118.110001,116.430000,117.349998,103.483070,40794800
2014-02-27,116.959999,118.059998,116.760002,117.989998,104.047447,29906200
2014-02-28,117.959999,118.709999,116.800003,117.519997,103.632988,47362700
2014-03-03,116.519997,117.260002,115.580002,116.889999,103.077415,50892800
2014-03-04,118.199997,120.580002,118.180000,119.830002,105.670021,112793900
2014-03-05,119.860001,119.959999,119.470001,119.760002,105.608307,34691300
2014-03-06,120.120003,120.250000,119.419998,119.739998,105.590630,35087600
2014-03-07,120.410004,120.470001,119.029999,119.699997,105.555374,36931800
2014-03-10,119.360001,119.580002,118.489998,119.300003,105.202667,32089000
2014-03-11,119.410004,119.809998,117.510002,118.059998,104.109177,50359500
2014-03-12,117.389999,118.440002,116.919998,118.419998,104.426651,37159100
2014-03-13,118.849998,118.959999,116.379997,117.050003,103.218559,53542800
2014-03-14,116.629997,117.870003,116.620003,117.540001,103.650642,46888100
2014-03-17,118.220001,119.099998,117.879997,118.059998,104.109177,41561600
2014-03-18,118.220001,119.879997,118.099998,119.779999,105.625908,41606600
2014-03-19,119.680000,119.739998,118.099998,119.000000,104.938103,47423000
2014-03-20,118.730003,119.540001,118.160004,119.160004,105.079216,33212900
2014-03-21,119.720001,120.260002,118.559998,118.610001,104.594185,47110800
2014-03-24,119.070000,119.230003,116.190002,117.260002,103.403717,66747000
2014-03-25,117.669998,118.309998,116.139999,116.930000,103.378937,47699700
2014-03-26,117.629997,117.680000,114.650002,114.690002,101.398544,69052500
2014-03-27,114.709999,115.379997,113.690002,114.400002,101.142159,65234900
2014-03-28,114.480003,116.000000,113.980003,114.290001,101.044914,50558000
2014-03-31,115.040001,116.680000,114.629997,116.339996,102.857323,44599200
2014-04-01,116.629997,118.059998,116.589996,117.870003,104.210014,47906600
2014-04-02,118.290001,118.480003,117.709999,118.400002,104.678596,33856500
2014-04-03,118.400002,118.440002,116.680000,117.199997,103.617668,38473500
2014-04-04,117.959999,118.120003,114.019997,114.489998,101.221741,86345900
2014-04-07,113.949997,114.239998,112.080002,112.820000,99.745277,68537700
2014-04-08,112.809998,114.199997,112.199997,113.610001,100.443710,60087900
2014-04-09,114.000000,115.250000,113.500000,115.250000,101.893654,42744900
2014-04-10,115.099998,115.110001,111.400002,111.959999,98.984924,74860200
2014-04-11,111.040001,112.239998,109.860001,110.410004,97.614563,70998200
2014-04-14,111.550003,111.970001,109.650002,110.720001,97.888626,62657700
2014-04-15,111.029999,111.720001,108.660004,111.150002,98.268791,76968000
2014-04-16,111.930000,112.440002,111.230003,112.360001,99.338562,49353800
2014-04-17,111.989998,113.410004,111.720001,112.919998,99.833672,50275100
2014-04-21,113.129997,113.529999,112.279999,113.449997,100.302246,31970700
2014-04-22,113.629997,115.019997,113.470001,114.620003,101.336662,40541900
2014-04-23,114.480003,114.769997,113.769997,113.900002,100.700127,33859500
2014-04-24,114.589996,114.669998,112.680000,113.610001,100.443710,44318900
2014-04-25,113.169998,113.209999,111.209999,111.610001,98.675507,58386300
2014-04-28,112.010002,112.540001,109.320000,110.959999,98.100845,66050100
2014-04-29,111.419998,111.980003,110.900002,111.239998,98.348373,34487600
2014-04-30,110.879997,112.059998,109.949997,111.980003,99.002625,43929700
2014-05-01,111.750000,112.769997,110.540001,111.940002,98.967262,78690900
2014-05-02,112.089996,113.120003,111.680000,112.029999,99.046806,43450300
2014-05-05,111.120003,112.180000,110.529999,111.889999,98.923042,28108400
2014-05-06,111.410004,111.709999,109.989998,110.070000,97.313965,45354700
2014-05-07,110.230003,110.449997,108.430000,110.139999,97.375839,64243800
2014-05-08,110.029999,111.239998,108.690002,109.029999,96.394493,58520300
2014-05-09,108.690002,110.059998,108.279999,110.029999,97.278587,48409900
2014-05-12,110.680000,113.040001,110.510002,112.529999,99.488861,76291700
2014-05-13,112.379997,112.849998,111.339996,111.430000,98.516342,58122800
2014-05-14,111.099998,111.120003,109.419998,109.620003,96.916107,65720700
2014-05-15,109.070000,109.209999,107.440002,108.879997,96.261879,75870500
2014-05-16,108.930000,109.620003,108.029999,109.570000,96.871902,44666200
2014-05-19,109.269997,111.040001,108.949997,110.750000,97.915146,35336900
2014-05-20,110.480003,110.510002,108.419998,109.059998,96.421013,89567900
2014-05-21,109.650002,110.129997,108.550003,109.620003,96.916107,55278500
2014-05-22,109.959999,111.050003,109.620003,110.760002,97.924011,41295000
2014-05-23,110.690002,112.019997,110.510002,111.970001,98.993759,42643800
2014-05-27,112.709999,113.839996,112.650002,113.580002,100.417191,46373900
2014-05-28,113.330002,113.459999,112.529999,112.989998,99.895576,37055400
2014-05-29,113.330002,113.589996,112.699997,113.370003,100.231537,25556800
2014-05-30,113.330002,113.430000,112.339996,112.860001,99.780609,38856000
2014-06-02,113.070000,113.099998,111.360001,112.250000,99.241318,40369700
2014-06-03,111.639999,112.360001,111.110001,111.980003,99.002625,31143700
2014-06-04,111.480003,112.570000,111.160004,112.419998,99.391617,28835500
2014-06-05,112.720001,114.879997,112.089996,114.779999,101.478104,67182000
2014-06-06,115.269997,116.239998,115.110001,115.879997,102.450607,45854000
2014-06-09,115.879997,117.480003,115.660004,116.900002,103.352440,44025700
2014-06-10,116.629997,116.830002,115.959999,116.669998,103.149078,39799900
2014-06-11,116.019997,116.330002,115.400002,116.099998,102.645157,30144700
2014-06-12,115.779999,115.919998,114.910004,115.389999,102.017433,39481200
2014-06-13,115.669998,115.910004,114.660004,115.589996,102.194237,33779400
2014-06-16,115.489998,116.150002,115.099998,116.150002,102.689354,30051100
2014-06-17,116.040001,117.449997,115.779999,116.970001,103.414314,62573000
2014-06-18,116.900002,117.809998,116.500000,117.760002,104.112770,37448900
2014-06-19,118.169998,118.230003,117.099998,117.860001,104.201180,30915900
2014-06-20,117.870003,118.300003,117.559998,118.250000,104.545982,30104400
2014-06-23,118.500000,118.550003,117.690002,118.019997,104.342606,21388700
2014-06-24,117.739998,118.910004,116.650002,116.760002,103.228645,41788300
2014-06-25,116.059998,117.790001,116.050003,117.750000,104.103935,34620800
2014-06-26,117.790001,117.820000,116.589996,117.550003,103.927109,28018300
2014-06-27,117.059998,118.510002,117.029999,118.339996,104.625549,38525100
2014-06-30,118.160004,118.879997,117.830002,118.809998,105.041092,34195600
2014-07-01,119.260002,120.970001,119.199997,120.019997,106.110863,65733200
2014-07-02,119.559998,119.959999,118.889999,119.099998,105.701729,30796700
2014-07-03,119.580002,119.910004,119.250000,119.820000,106.340721,15933900
2014-07-07,119.440002,119.470001,117.699997,117.769997,104.521347,32279000
2014-07-08,117.510002,117.699997,115.699997,116.339996,103.252205,52537600
2014-07-09,116.669998,117.089996,116.019997,116.489998,103.385345,27891700
2014-07-10,114.129997,116.050003,113.970001,115.250000,102.284821,50834300
2014-07-11,115.180000,115.379997,114.510002,115.099998,102.151680,33923700
2014-07-14,116.419998,116.459999,115.400002,115.690002,102.675331,28823400
2014-07-15,115.559998,116.000000,113.870003,114.550003,101.663559,49534700
2014-07-16,115.050003,115.089996,113.820000,114.239998,101.388443,63433000
2014-07-17,113.519997,114.269997,112.199997,112.480003,99.826431,62221500
2014-07-18,112.690002,114.449997,112.459999,114.230003,101.379585,46164100
2014-07-21,113.510002,113.989998,113.010002,113.769997,100.971298,32720500
2014-07-22,114.470001,115.250000,114.190002,114.730003,101.823341,31326500
2014-07-23,115.010002,115.440002,114.510002,114.870003,101.947556,26417600
2014-07-24,115.220001,115.650002,114.339996,114.639999,101.743454,31905100
2014-07-25,113.769997,114.010002,113.209999,113.599998,100.820419,46514500
2014-07-28,113.860001,113.879997,112.230003,113.029999,100.314590,37373400
2014-07-29,113.389999,114.110001,113.029999,113.339996,100.589684,30574500
2014-07-30,114.180000,114.309998,113.309998,113.790001,100.989082,30219000
2014-07-31,112.629997,112.989998,111.050003,111.190002,98.681572,61507700
2014-08-01,111.160004,111.699997,109.860001,110.680000,98.228943,67805300
2014-08-04,111.160004,111.800003,109.889999,111.660004,99.098686,34646200
2014-08-05,111.110001,112.230003,110.559998,111.379997,98.850189,44375000
2014-08-06,110.669998,112.470001,110.629997,111.730003,99.160835,33658300
2014-08-07,112.089996,112.519997,110.769997,111.190002,98.681572,40852200
2014-08-08,111.330002,112.400002,110.989998,112.269997,99.640038,32667200
2014-08-11,112.889999,114.220001,112.620003,113.339996,100.589684,31000700
2014-08-12,112.940002,113.470001,112.040001,112.559998,99.897430,31188400
2014-08-13,112.919998,113.650002,112.699997,113.440002,100.678452,23122900
2014-08-14,113.519997,113.730003,113.230003,113.610001,100.829323,20882100
2014-08-15,114.449997,114.449997,112.260002,113.389999,100.634048,53713800
2014-08-18,114.500000,115.139999,114.089996,115.040001,102.098450,33287300
2014-08-19,115.129997,115.730003,115.059998,115.440002,102.453423,22692600
2014-08-20,114.849998,115.220001,114.410004,114.949997,102.018562,26266900
2014-08-21,114.879997,115.400002,113.839996,115.199997,102.240448,33018200
2014-08-22,115.040001,115.629997,114.610001,115.209999,102.249313,30100100
2014-08-25,115.959999,116.410004,115.320000,115.750000,102.728584,27808600
2014-08-26,115.879997,116.919998,115.800003,116.800003,103.660469,34831700
2014-08-27,116.889999,116.940002,116.290001,116.510002,103.403107,19070100
2014-08-28,116.029999,116.230003,115.510002,115.910004,102.870590,22817800
2014-08-29,116.160004,116.809998,115.650002,116.559998,103.447449,26231100
2014-09-02,116.980003,117.500000,116.500000,117.199997,104.015450,38816400
2014-09-03,117.760002,117.800003,116.269997,116.459999,103.358704,33266600
2014-09-04,116.779999,117.489998,115.720001,116.010002,102.959320,26523500
2014-09-05,115.779999,116.419998,115.169998,116.379997,103.287704,26935300
2014-09-08,116.260002,116.800003,115.830002,116.559998,103.447449,20347300
2014-09-09,116.360001,116.389999,115.000000,115.180000,102.222694,36390100
2014-09-10,115.160004,115.930000,114.709999,115.860001,102.826187,23060600
2014-09-11,115.169998,116.730003,115.139999,116.610001,103.491814,27075600
2014-09-12,116.550003,116.559998,114.970001,115.370003,102.391327,32892900
2014-09-15,115.360001,115.400002,113.709999,114.110001,101.273056,41644400
2014-09-16,113.779999,114.760002,113.400002,114.430000,101.557091,51365900
2014-09-17,114.489998,115.470001,114.190002,114.730003,101.823341,45543000
2014-09-18,115.239998,115.529999,114.910004,115.430000,102.444580,24714600
2014-09-19,115.889999,115.910004,113.610001,113.970001,101.148819,52459600
2014-09-22,113.440002,113.529999,112.050003,112.370003,99.728806,45800600
2014-09-23,111.900002,112.620003,111.190002,111.320000,98.796951,51616800
2014-09-24,111.150002,112.110001,110.599998,112.019997,99.691315,34323100
2014-09-25,111.730003,111.830002,109.750000,110.129997,98.009346,49733600
2014-09-26,110.550003,111.220001,110.199997,111.120003,98.890388,26473300
2014-09-29,109.820000,111.349998,109.720001,111.029999,98.810295,30619000
2014-09-30,110.919998,111.029999,109.309998,109.349998,97.315193,55596900
2014-10-01,109.290001,109.389999,107.430000,107.800003,95.935760,88621100
2014-10-02,107.790001,109.279999,106.940002,108.830002,96.852417,71825900
2014-10-03,109.750000,110.320000,109.080002,109.650002,97.582176,44034600
2014-10-06,109.949997,110.070000,108.510002,108.709999,96.745636,35571200
2014-10-07,108.019997,108.500000,106.849998,106.919998,95.152618,40271900
2014-10-08,106.680000,109.040001,105.760002,108.970001,96.976997,51589200
2014-10-09,108.889999,108.900002,106.010002,106.029999,94.360580,60783400
2014-10-10,105.769997,106.889999,104.589996,104.739998,93.212524,66579500
2014-10-13,104.839996,106.110001,103.860001,104.320000,92.838783,72054300
2014-10-14,105.230003,106.989998,104.860001,105.540001,93.924500,70034800
2014-10-15,104.190002,107.000000,103.540001,106.599998,94.867851,117497300
2014-10-16,105.150002,108.570000,104.949997,107.800003,95.935760,100532300
2014-10-17,109.160004,109.220001,107.040001,107.480003,95.651009,72675000
2014-10-20,107.010002,108.739998,107.000000,108.739998,96.772324,34914400
2014-10-21,109.330002,110.589996,109.010002,110.529999,98.365295,44748100
2014-10-22,110.800003,111.059998,108.860001,108.949997,96.959198,48798300
2014-10-23,110.040001,111.580002,109.769997,110.879997,98.676796,60795100
2014-10-24,110.919998,111.320000,110.440002,111.070000,98.845879,41927400
2014-10-27,110.419998,111.089996,109.510002,111.010002,98.792473,31133700
2014-10-28,111.510002,114.209999,111.300003,114.169998,101.604698,84912900
2014-10-29,114.360001,114.889999,112.980003,113.900002,101.364426,67133500
2014-10-30,113.489998,115.379997,113.139999,114.870003,102.227676,59046200
2014-10-31,116.910004,116.959999,115.879997,116.559998,103.731644,53133300
2014-11-03,116.750000,117.370003,115.900002,116.360001,103.553680,39729600
2014-11-04,115.900002,116.500000,115.279999,115.820000,103.073120,37347600
2014-11-05,116.669998,116.739998,115.550003,116.029999,103.260010,31073500
2014-11-06,115.980003,116.529999,115.559998,116.529999,103.704964,31720900
2014-11-07,116.389999,116.709999,115.699997,116.709999,103.865181,28657700
2014-11-10,116.680000,117.309998,116.459999,117.290001,104.381294,29371800
2014-11-11,117.120003,117.440002,116.870003,117.370003,104.452522,23536800
2014-11-12,116.690002,118.080002,116.660004,117.900002,104.924179,34594700
2014-11-13,117.940002,118.250000,116.620003,116.900002,104.034248,25135200
2014-11-14,116.940002,117.209999,116.370003,116.690002,103.847382,23321400
2014-11-17,116.589996,116.930000,115.680000,115.720001,102.984100,29847300
2014-11-18,116.160004,117.120003,115.750000,116.389999,103.580383,33717200
2014-11-19,116.250000,116.250000,114.370003,115.150002,102.476837,38258700
2014-11-20,114.620003,116.459999,114.620003,116.440002,103.624870,26555000
2014-11-21,118.080002,118.120003,116.160004,116.580002,103.749443,43240400
2014-11-24,116.739998,118.050003,116.580002,117.970001,104.986458,24573200
2014-11-25,118.220001,118.779999,117.529999,118.059998,105.066551,26745900
2014-11-26,118.070000,118.500000,117.839996,118.449997,105.413628,14640700
2014-11-28,118.480003,118.519997,116.570000,116.690002,103.847382,21110700
2014-12-01,116.320000,116.470001,114.809998,114.870003,102.227676,36244100
2014-12-02,114.989998,116.639999,114.980003,116.250000,103.455803,31812100
2014-12-03,116.279999,117.709999,116.019997,117.370003,104.452522,29148000
2014-12-04,117.190002,117.300003,116.220001,116.809998,103.954109,28631900
2014-12-05,117.250000,117.980003,116.959999,117.690002,104.737297,30261400
2014-12-08,117.269997,118.370003,115.849998,116.220001,103.429070,32295000
2014-12-09,114.959999,118.269997,114.739998,118.169998,105.164467,52645900
2014-12-10,117.739998,118.160004,115.559998,115.660004,102.930717,45413600
2014-12-11,116.209999,117.680000,115.870003,116.120003,103.340096,36021800
2014-12-12,114.779999,115.989998,114.599998,114.709999,102.085258,44816000
2014-12-15,115.260002,115.739998,113.160004,113.550003,101.052910,66361200
2014-12-16,113.320000,115.339996,113.029999,113.389999,100.910538,62849700
2014-12-17,113.639999,116.989998,113.489998,116.889999,104.025337,70379400
2014-12-18,118.459999,118.739998,117.470001,118.629997,105.573853,54315600
2014-12-19,118.650002,119.480003,118.139999,118.900002,105.814117,49041800
2014-12-22,119.199997,119.709999,118.800003,119.709999,106.534981,27043400
2014-12-23,120.440002,120.440002,119.449997,119.860001,106.668465,34533000
2014-12-24,119.629997,120.070000,119.260002,119.760002,106.976624,19175400
2014-12-26,120.139999,120.830002,120.070000,120.540001,107.673386,18261900
2014-12-29,120.629997,121.379997,120.610001,121.050003,108.128929,27692500
2014-12-30,120.790001,121.239998,120.269997,120.339996,107.494728,23996000
2014-12-31,120.800003,121.410004,119.540001,119.620003,106.851585,35688700
2015-01-02,120.070000,120.559998,117.889999,118.930000,106.235245,46133100
2015-01-05,118.230003,118.709999,116.790001,117.339996,104.814957,51141900
2015-01-06,117.620003,117.769997,114.360001,115.309998,103.001640,67446000
2015-01-07,116.059998,116.760002,115.480003,116.730003,104.270073,32252100
2015-01-08,117.660004,118.849998,117.449997,118.709999,106.038734,28361700
2015-01-09,118.809998,118.839996,117.309998,117.570000,105.020409,26975200
2015-01-12,117.699997,118.010002,116.230003,117.180000,104.672043,27316800
2015-01-13,118.089996,119.389999,115.820000,117.269997,104.752396,49991400
2015-01-14,115.980003,117.099998,115.550003,116.800003,104.332611,34224200
2015-01-15,117.230003,117.379997,114.480003,114.830002,102.572876,46199400
2015-01-16,114.410004,116.940002,114.199997,116.699997,104.243256,41895700
2015-01-20,116.849998,117.080002,115.160004,116.209999,103.805580,36444400
2015-01-21,115.800003,116.820000,115.290001,115.839996,103.475090,27333500
2015-01-22,116.559998,118.239998,115.099998,118.199997,105.583168,37877000
2015-01-23,118.239998,118.769997,117.550003,118.120003,105.511711,28173400
2015-01-26,117.879997,119.269997,117.070000,119.260002,106.530029,23006800
2015-01-27,117.860001,119.250000,117.620003,118.690002,106.020851,26919100
2015-01-28,119.180000,119.449997,116.320000,116.690002,104.234352,38086100
2015-01-29,117.019997,118.320000,116.089996,118.300003,105.672478,39299900
2015-01-30,117.480003,117.959999,115.599998,115.699997,103.350021,49739800
2015-02-02,116.120003,116.839996,114.379997,116.760002,104.296883,44819100
2015-02-03,117.330002,119.000000,117.269997,118.849998,106.163780,43920000
2015-02-04,118.419998,119.239998,118.099998,118.410004,105.770744,28597100
2015-02-05,118.769997,120.250000,118.599998,119.940002,107.137428,32337100
2015-02-06,120.099998,120.820000,119.349998,119.809998,107.021301,31694900
2015-02-09,119.400002,120.220001,118.720001,118.860001,106.172722,32367900
2015-02-10,119.529999,119.839996,118.099998,119.620003,106.851585,28960800
2015-02-11,119.370003,119.820000,118.620003,119.449997,106.699753,23794200
2015-02-12,120.160004,120.919998,119.839996,120.809998,107.914566,27854600
2015-02-13,120.910004,121.690002,120.650002,121.529999,108.557701,20446900
2015-02-17,121.660004,122.059998,121.260002,121.910004,108.897171,16868500
2015-02-18,121.559998,122.050003,121.129997,122.040001,109.013283,20450200
2015-02-19,121.760002,122.379997,121.540001,122.050003,109.022202,16620500
2015-02-20,121.849998,122.540001,120.900002,122.379997,109.316994,30331600
2015-02-23,122.099998,122.529999,121.269997,122.500000,109.424156,25778200
2015-02-24,122.470001,123.050003,122.190002,122.660004,109.567108,20023600
2015-02-25,122.570000,123.040001,122.230003,122.800003,109.692131,17059600
2015-02-26,122.690002,123.300003,122.330002,123.250000,110.094124,24379000
2015-02-27,123.029999,123.360001,122.550003,122.580002,109.495613,23821700
2015-03-02,122.550003,123.779999,122.529999,123.470001,110.290611,29683500
2015-03-03,123.190002,123.190002,122.260002,122.739998,109.638565,23068400
2015-03-04,122.209999,122.610001,121.610001,122.360001,109.299133,22822500
2015-03-05,122.529999,122.919998,121.910004,122.720001,109.620682,19725600
2015-03-06,121.980003,122.690002,120.879997,121.169998,108.236145,37319900
2015-03-09,121.370003,121.919998,121.120003,121.699997,108.709595,17556300
2015-03-10,120.610001,120.699997,119.830002,120.300003,107.458992,32440300
2015-03-11,120.470001,121.139999,119.879997,121.040001,108.120003,20914500
2015-03-12,121.820000,123.150002,121.739998,123.050003,109.915489,41063300
2015-03-13,122.940002,123.190002,121.209999,122.610001,109.522438,26371000
2015-03-16,123.110001,123.580002,122.879997,123.330002,110.165588,19906300
2015-03-17,122.970001,123.779999,122.769997,123.660004,110.460350,23142600
2015-03-18,123.400002,125.120003,122.849998,124.650002,111.344673,40292600
2015-03-19,124.360001,124.959999,124.309998,124.889999,111.559082,34008200
2015-03-20,125.360001,126.160004,125.309998,125.989998,112.541618,34165600
2015-03-23,125.949997,126.320000,125.790001,125.879997,112.443398,17132400
2015-03-24,125.769997,126.309998,125.660004,125.849998,112.416588,30115600
2015-03-25,125.529999,125.599998,122.379997,122.470001,109.731331,42514000
2015-03-26,122.089996,122.910004,121.540001,122.320000,109.596939,26899200
2015-03-27,122.379997,123.230003,121.860001,123.099998,110.295799,23066800
2015-03-30,123.720001,124.989998,123.699997,124.769997,111.792099,20487000
2015-03-31,124.279999,124.709999,123.900002,124.370003,111.433701,24507800
2015-04-01,124.230003,124.419998,122.900002,124.419998,111.478477,31955200
2015-04-02,124.360001,125.260002,124.290001,124.650002,111.684555,23586400
